segment_length=2000,segment_step=200.0m,search_width=800m
x_atc_segment_middle,gt1l_veloc,gt1l_correlationValue,gt1r_veloc,gt1r_correlationValue,gt2l_veloc,gt2l_correlationValue,gt2r_veloc,gt2r_correlationValue,gt3l_veloc,gt3l_correlationValue,gt3r_veloc,gt3r_correlationValue
29233098.504,80.38,0.857,321.52,0.815,643.04,0.789,562.66,0.832,-3215.18,0.963,nan,0.433
29233298.504,321.52,0.882,321.52,0.841,401.9,0.8,401.9,0.846,-3215.18,0.966,-3215.18,0.67
29233498.504,-160.76,0.814,321.52,0.77,321.52,0.85,321.52,0.886,-3215.18,0.968,-3215.18,0.816
29233698.504,160.76,0.669,nan,0.594,562.66,0.887,562.66,0.915,-3215.18,0.969,-3215.18,0.896
29233898.504,nan,0.538,nan,0.464,964.55,0.88,1044.93,0.911,-3215.18,0.967,-3215.18,0.932
29234098.504,nan,0.452,nan,0.385,1527.21,0.827,1446.83,0.869,-3215.18,0.963,-3215.18,0.949
29234298.504,nan,0.435,nan,0.394,2089.86,0.744,2170.24,0.811,-3215.18,0.955,-3215.18,0.959
29234498.504,nan,0.588,nan,0.583,nan,0.621,2652.52,0.743,-3215.18,0.942,-3215.18,0.954
29234698.504,-482.28,0.726,-562.66,0.725,nan,0.501,nan,0.637,-3215.18,0.927,-3215.18,0.945
29234898.504,-160.76,0.825,-241.14,0.823,nan,0.536,nan,0.538,-3215.18,0.913,-3215.18,0.934
29235098.504,0.0,0.893,-80.38,0.899,nan,0.592,nan,0.536,-3215.18,0.9,-3215.18,0.924
29235298.504,241.14,0.936,160.76,0.945,nan,0.606,nan,0.545,-3215.18,0.887,-3215.18,0.914
29235498.504,321.52,0.941,321.52,0.955,nan,0.576,nan,0.542,-3215.18,0.874,-3215.18,0.903
29235698.504,401.9,0.897,321.52,0.923,nan,0.586,nan,0.513,-3215.18,0.86,-3215.18,0.89
29235898.504,321.52,0.835,321.52,0.874,-3215.18,0.683,nan,0.497,-3215.18,0.847,-3215.18,0.877
29236098.504,321.52,0.774,321.52,0.822,-3215.18,0.744,nan,0.574,-3215.18,0.834,-3215.18,0.865
29236298.504,401.9,0.711,401.9,0.763,-3215.18,0.761,nan,0.64,-3215.18,0.823,-3215.18,0.853
29236498.504,nan,0.639,643.04,0.687,-3215.18,0.774,-1527.21,0.696,-3215.18,0.817,-3215.18,0.846
29236698.504,nan,0.555,nan,0.588,-3215.18,0.787,-1044.93,0.743,-3215.18,0.815,-3215.18,0.844
29236898.504,nan,0.521,nan,0.478,-1929.11,0.805,-884.17,0.785,-3215.18,0.817,-3215.18,0.845
29237098.504,-3215.18,0.707,-3215.18,0.656,-1205.69,0.828,-964.55,0.818,-3215.18,0.822,-3215.18,0.847
29237298.504,-3215.18,0.835,-3215.18,0.805,-803.79,0.844,-562.66,0.843,-3215.18,0.828,-3215.18,0.85
29237498.504,-3215.18,0.906,-3215.18,0.893,-643.04,0.837,-401.9,0.841,-3215.18,0.833,-3215.18,0.852
29237698.504,-3215.18,0.935,-3215.18,0.929,-482.28,0.797,-401.9,0.788,-3215.18,0.836,-3215.18,0.854
29237898.504,-3215.18,0.935,-3215.18,0.93,-3215.18,0.77,-3215.18,0.76,-3215.18,0.839,-3215.18,0.854
29238098.504,-3215.18,0.929,-3215.18,0.927,-3215.18,0.743,-3215.18,0.726,-3215.18,0.839,-3215.18,0.853
29238298.504,-3215.18,0.922,-3215.18,0.921,-3215.18,0.749,-3215.18,0.73,-3215.18,0.837,-3215.18,0.85
29238498.504,-3215.18,0.913,-3215.18,0.913,-3215.18,0.784,-3215.18,0.78,-3215.18,0.831,-3215.18,0.844
29238698.504,-3215.18,0.901,-3215.18,0.902,-3215.18,0.822,-3215.18,0.829,-3215.18,0.826,-3215.18,0.837
29238898.504,-3215.18,0.884,-3215.18,0.886,-3215.18,0.84,-3215.18,0.849,-3215.18,0.821,-3215.18,0.831
29239098.504,-3215.18,0.864,-3215.18,0.866,-3215.18,0.846,-3215.18,0.853,-3215.18,0.817,-3215.18,0.829
29239298.504,-2813.28,0.843,-2652.52,0.846,-3215.18,0.854,-3215.18,0.862,-3215.18,0.816,-3215.18,0.827
29239498.504,-1929.11,0.827,-1848.73,0.831,-3215.18,0.863,-3215.18,0.873,-3215.18,0.813,-3215.18,0.825
29239698.504,-1125.31,0.815,-1044.93,0.819,-3215.18,0.869,-3215.18,0.88,-3215.18,0.81,-3215.18,0.823
29239898.504,-321.52,0.807,-241.14,0.811,-3215.18,0.868,-3215.18,0.882,-3215.18,0.805,-3215.18,0.818
29240098.504,482.28,0.803,562.66,0.806,-3215.18,0.86,-3215.18,0.876,-3215.18,0.798,-3215.18,0.812
29240298.504,1286.07,0.805,1286.07,0.807,-2491.76,0.848,-2732.9,0.864,-3215.18,0.791,-3215.18,0.805
29240498.504,2089.86,0.812,2170.24,0.815,-1607.59,0.837,-1848.73,0.853,-2652.52,0.784,-3215.18,0.799
29240698.504,2813.28,0.827,2974.04,0.831,-884.17,0.825,-1044.93,0.84,-1848.73,0.779,-3215.18,0.792
29240898.504,3215.18,0.848,3215.18,0.852,-80.38,0.811,-241.14,0.824,-1044.93,0.775,-2652.52,0.785
29241098.504,3215.18,0.869,3215.18,0.872,643.04,0.793,482.28,0.803,-321.52,0.772,-1848.73,0.778
29241298.504,3215.18,0.889,3215.18,0.891,1446.83,0.769,1286.07,0.776,-160.76,0.768,-1125.31,0.771
29241498.504,3215.18,0.908,3215.18,0.909,-3215.18,0.746,-3215.18,0.747,482.28,0.763,-321.52,0.765
29241698.504,3215.18,0.925,3215.18,0.925,-3215.18,0.747,-3215.18,0.744,1044.93,0.76,-241.14,0.76
29241898.504,3215.18,0.939,3215.18,0.94,-3215.18,0.755,-3215.18,0.749,1687.97,0.757,482.28,0.757
29242098.504,3215.18,0.952,3215.18,0.952,-3215.18,0.771,-3215.18,0.765,2491.76,0.754,1286.07,0.754
29242298.504,3215.18,0.962,3215.18,0.96,-3215.18,0.789,-3215.18,0.786,3215.18,0.754,1607.59,0.752
29242498.504,3215.18,0.964,3215.18,0.963,-3215.18,0.8,-3215.18,0.8,3215.18,0.754,2411.38,0.754
29242698.504,3215.18,0.955,3215.18,0.956,-2572.14,0.8,-2572.14,0.801,3215.18,0.756,3215.18,0.758
29242898.504,3215.18,0.93,3215.18,0.934,-1687.97,0.814,-1768.35,0.814,3215.18,0.761,3215.18,0.764
29243098.504,3215.18,0.882,3215.18,0.893,-1044.93,0.838,-1125.31,0.837,3215.18,0.767,3215.18,0.77
29243298.504,3215.18,0.8,3215.18,0.818,-482.28,0.867,-562.66,0.866,3215.18,0.774,3215.18,0.776
29243498.504,3215.18,0.667,3215.18,0.689,0.0,0.896,-80.38,0.895,3215.18,0.779,3215.18,0.779
29243698.504,nan,0.444,nan,0.468,401.9,0.92,401.9,0.919,3215.18,0.782,3215.18,0.781
29243898.504,-3215.18,0.683,-3215.18,0.694,723.41,0.932,723.41,0.93,3215.18,0.783,3215.18,0.78
29244098.504,-3215.18,0.799,-3215.18,0.815,964.55,0.93,964.55,0.927,3215.18,0.78,3215.18,0.776
29244298.504,-3215.18,0.841,-3215.18,0.855,1286.07,0.912,1286.07,0.909,3215.18,0.772,3215.18,0.767
29244498.504,-3215.18,0.862,-3215.18,0.873,1687.97,0.884,1687.97,0.88,3215.18,0.761,3215.18,0.756
29244698.504,-3215.18,0.88,-3215.18,0.89,2089.86,0.856,2170.24,0.854,3215.18,0.745,3215.18,0.741
29244898.504,-3215.18,0.903,-3215.18,0.911,2652.52,0.834,2652.52,0.835,-3215.18,0.738,-3215.18,0.746
29245098.504,-3215.18,0.921,-3215.18,0.927,3215.18,0.815,3215.18,0.823,-3215.18,0.762,-3215.18,0.767
29245298.504,-3215.18,0.927,-3215.18,0.933,3215.18,0.765,3215.18,0.78,-3215.18,0.784,-3215.18,0.787
29245498.504,-3215.18,0.923,-3215.18,0.93,3215.18,0.659,3215.18,0.697,-3215.18,0.802,-3215.18,0.804
29245698.504,-3215.18,0.918,-3215.18,0.926,nan,0.535,nan,0.61,-3215.18,0.818,-3215.18,0.818
29245898.504,-3215.18,0.918,-3215.18,0.925,nan,0.594,nan,0.64,-3215.18,0.829,-3215.18,0.829
29246098.504,-3215.18,0.918,-3215.18,0.925,321.52,0.704,482.28,0.739,-3215.18,0.836,-3215.18,0.835
29246298.504,-3215.18,0.914,-3215.18,0.92,321.52,0.821,482.28,0.837,-3215.18,0.837,-3215.18,0.837
29246498.504,-3215.18,0.904,-3215.18,0.909,321.52,0.892,401.9,0.895,-3215.18,0.835,-3215.18,0.835
29246698.504,-3215.18,0.89,-3215.18,0.894,401.9,0.898,482.28,0.902,-3215.18,0.829,-3215.18,0.83
29246898.504,-2974.04,0.875,-2974.04,0.877,562.66,0.866,723.41,0.873,-3215.18,0.82,-3215.18,0.821
29247098.504,-2170.24,0.87,-2250.62,0.871,803.79,0.816,884.17,0.827,-2491.76,0.811,-2491.76,0.812
29247298.504,-1527.21,0.873,-1607.59,0.873,964.55,0.745,1125.31,0.759,-1768.35,0.804,-1687.97,0.805
29247498.504,-1044.93,0.881,-1044.93,0.88,964.55,0.661,1286.07,0.675,-964.55,0.799,-964.55,0.801
29247698.504,-482.28,0.889,-562.66,0.887,nan,0.592,nan,0.58,-241.14,0.798,-482.28,0.8
29247898.504,0.0,0.893,0.0,0.891,nan,0.573,nan,0.539,482.28,0.8,321.52,0.803
29248098.504,562.66,0.895,562.66,0.891,nan,0.618,nan,0.583,1286.07,0.806,1044.93,0.808
29248298.504,1205.69,0.893,1125.31,0.889,321.52,0.722,321.52,0.693,2009.48,0.814,1848.73,0.817
29248498.504,1848.73,0.891,1768.35,0.887,321.52,0.841,321.52,0.83,2652.52,0.825,2652.52,0.829
29248698.504,2491.76,0.892,2411.38,0.888,321.52,0.927,321.52,0.917,3215.18,0.838,3215.18,0.842
29248898.504,3215.18,0.901,3134.8,0.897,241.14,0.957,321.52,0.926,3215.18,0.847,3215.18,0.851
29249098.504,3215.18,0.909,3215.18,0.907,401.9,0.944,401.9,0.88,3215.18,0.852,3215.18,0.855
29249298.504,3215.18,0.907,3215.18,0.904,723.41,0.898,803.79,0.814,3215.18,0.851,3215.18,0.854
29249498.504,3215.18,0.891,3215.18,0.889,1205.69,0.808,1366.45,0.73,3215.18,0.845,3215.18,0.848
29249698.504,3215.18,0.862,3215.18,0.861,1446.83,0.66,nan,0.621,3215.18,0.833,3215.18,0.835
29249898.504,3215.18,0.818,3215.18,0.819,nan,0.443,nan,0.465,3215.18,0.815,3215.18,0.816
29250098.504,3215.18,0.76,3215.18,0.763,nan,0.4,nan,0.515,3215.18,0.792,3215.18,0.791
29250298.504,-3215.18,0.703,3215.18,0.703,nan,0.519,nan,0.628,3215.18,0.77,3215.18,0.768
29250498.504,-3215.18,0.766,-3215.18,0.763,321.52,0.687,-241.14,0.732,3215.18,0.752,3215.18,0.748
29250698.504,-3215.18,0.81,-3215.18,0.806,482.28,0.791,-321.52,0.806,3215.18,0.74,3215.18,0.734
29250898.504,-3215.18,0.835,-3215.18,0.832,723.41,0.771,-160.76,0.835,-3215.18,0.745,-3215.18,0.752
29251098.504,-3215.18,0.842,-3215.18,0.841,321.52,0.737,-401.9,0.86,-2331.0,0.757,-3215.18,0.765
29251298.504,-2491.76,0.84,-2491.76,0.84,80.38,0.758,-241.14,0.878,-1607.59,0.763,-3215.18,0.774
29251498.504,-1768.35,0.837,-1929.11,0.837,-241.14,0.826,160.76,0.887,-3215.18,0.767,-3215.18,0.779
29251698.504,-1286.07,0.833,-1366.45,0.834,160.76,0.868,401.9,0.893,-3215.18,0.768,-3215.18,0.782
29251898.504,-643.04,0.829,-643.04,0.83,723.41,0.87,1125.31,0.888,-3215.18,0.768,-3215.18,0.783
29252098.504,80.38,0.824,-160.76,0.824,1125.31,0.842,1687.97,0.884,-3215.18,0.77,-3215.18,0.785
29252298.504,643.04,0.814,562.66,0.816,964.55,0.749,2491.76,0.87,-3215.18,0.774,-3215.18,0.79
29252498.504,1286.07,0.802,1286.07,0.804,321.52,0.698,3215.18,0.841,-3215.18,0.783,-3215.18,0.796
29252698.504,2009.48,0.785,1848.73,0.788,241.14,0.712,3215.18,0.79,-3215.18,0.793,-3215.18,0.804
29252898.504,2572.14,0.766,2652.52,0.77,321.52,0.704,3215.18,0.729,-3215.18,0.806,-3215.18,0.813
29253098.504,3215.18,0.748,3215.18,0.752,nan,0.639,nan,0.647,-3215.18,0.816,-3215.18,0.82
29253298.504,3215.18,0.722,3215.18,0.727,nan,0.547,nan,0.568,-3215.18,0.821,-3215.18,0.822
29253498.504,-3215.18,0.744,-3215.18,0.74,nan,0.439,nan,0.521,-3215.18,0.82,-3215.18,0.818
29253698.504,-3215.18,0.778,-3215.18,0.774,nan,0.38,nan,0.626,-2732.9,0.814,-2732.9,0.812
29253898.504,-3215.18,0.81,-3215.18,0.806,nan,0.427,-3215.18,0.77,-2009.48,0.812,-1929.11,0.808
29254098.504,-3215.18,0.835,-3215.18,0.832,nan,0.644,-3215.18,0.852,-1205.69,0.814,-1125.31,0.809
29254298.504,-3215.18,0.849,-3215.18,0.847,-3215.18,0.777,-3215.18,0.899,-482.28,0.819,-482.28,0.812
29254498.504,-3215.18,0.853,-3215.18,0.853,-3215.18,0.875,-3215.18,0.938,160.76,0.824,321.52,0.817
29254698.504,-3215.18,0.85,-3215.18,0.851,-3215.18,0.94,-3215.18,0.958,884.17,0.83,1044.93,0.823
29254898.504,-3215.18,0.842,-3215.18,0.844,-3215.18,0.972,-3215.18,0.963,1527.21,0.837,1687.97,0.832
29255098.504,-3215.18,0.832,-3215.18,0.836,-3215.18,0.984,-3215.18,0.968,2250.62,0.847,2411.38,0.843
29255298.504,-3215.18,0.82,-3215.18,0.824,-3215.18,0.986,-3215.18,0.971,2974.04,0.858,3134.8,0.857
29255498.504,-2974.04,0.804,-2652.52,0.808,-3215.18,0.985,-3215.18,0.97,3215.18,0.872,3215.18,0.871
29255698.504,-2170.24,0.787,-1848.73,0.792,-3215.18,0.976,-3215.18,0.965,3215.18,0.882,3215.18,0.88
29255898.504,-1366.45,0.772,-1044.93,0.777,-3215.18,0.957,-3215.18,0.946,3215.18,0.886,3215.18,0.884
29256098.504,-562.66,0.758,-401.9,0.764,-3215.18,0.927,-3054.42,0.917,3215.18,0.882,3215.18,0.881
29256298.504,-3215.18,0.751,321.52,0.753,-2491.76,0.904,-2331.0,0.898,3215.18,0.869,3215.18,0.868
29256498.504,-3215.18,0.749,-3215.18,0.747,-1848.73,0.899,-1687.97,0.898,3215.18,0.843,3215.18,0.845
29256698.504,-3054.42,0.749,-2572.14,0.746,-1205.69,0.904,-1044.93,0.907,3215.18,0.804,3215.18,0.807
29256898.504,-2250.62,0.752,-1768.35,0.751,-643.04,0.91,-562.66,0.916,3215.18,0.755,3215.18,0.761
29257098.504,-1446.83,0.762,-964.55,0.762,-241.14,0.911,-80.38,0.92,-3215.18,0.71,3215.18,0.714
29257298.504,-643.04,0.777,-160.76,0.777,160.76,0.9,321.52,0.908,-3215.18,0.754,-3215.18,0.745
29257498.504,80.38,0.795,643.04,0.797,482.28,0.876,723.41,0.88,-2974.04,0.779,-2893.66,0.771
29257698.504,884.17,0.815,1446.83,0.819,884.17,0.838,964.55,0.836,-2089.86,0.799,-2089.86,0.793
29257898.504,1607.59,0.836,2170.24,0.84,1205.69,0.795,1366.45,0.784,-1366.45,0.821,-1286.07,0.817
29258098.504,2089.86,0.856,2652.52,0.862,1687.97,0.752,1848.73,0.731,-723.41,0.842,-643.04,0.839
29258298.504,2732.9,0.877,3215.18,0.884,2250.62,0.714,2491.76,0.683,-80.38,0.859,0.0,0.856
29258498.504,3215.18,0.898,3215.18,0.904,3215.18,0.684,nan,0.64,401.9,0.866,482.28,0.865
29258698.504,3215.18,0.916,3215.18,0.921,-3215.18,0.674,-3215.18,0.681,884.17,0.862,964.55,0.863
29258898.504,3215.18,0.931,3215.18,0.934,-2893.66,0.709,-3215.18,0.724,1286.07,0.851,1527.21,0.853
29259098.504,3215.18,0.942,3215.18,0.945,-2009.48,0.744,-2009.48,0.76,1768.35,0.835,2009.48,0.84
29259298.504,3215.18,0.952,3215.18,0.954,-1205.69,0.783,-1366.45,0.801,2411.38,0.818,2491.76,0.825
29259498.504,3215.18,0.961,3215.18,0.965,-723.41,0.817,-884.17,0.837,3215.18,0.801,3215.18,0.811
29259698.504,3215.18,0.97,3215.18,0.973,-321.52,0.838,-482.28,0.858,3215.18,0.779,3215.18,0.789
29259898.504,3215.18,0.974,3215.18,0.979,80.38,0.837,-80.38,0.857,3215.18,0.744,3215.18,0.753
29260098.504,3215.18,0.972,3215.18,0.979,401.9,0.815,160.76,0.836,3215.18,0.694,3215.18,0.703
29260298.504,3215.18,0.957,3215.18,0.969,803.79,0.774,562.66,0.796,-3215.18,0.759,-3215.18,0.755
29260498.504,3215.18,0.928,3215.18,0.946,1286.07,0.723,1125.31,0.747,-3215.18,0.816,-3215.18,0.814
29260698.504,3215.18,0.881,3215.18,0.907,-3215.18,0.691,1527.21,0.694,-3215.18,0.854,-3215.18,0.853
29260898.504,3215.18,0.797,3215.18,0.828,-3215.18,0.727,-3215.18,0.707,-3215.18,0.872,-3215.18,0.871
29261098.504,nan,0.648,3215.18,0.654,-3215.18,0.782,-3215.18,0.757,-3215.18,0.872,-3215.18,0.872
29261298.504,-3215.18,0.723,-3215.18,0.662,-3215.18,0.834,-3215.18,0.812,-2732.9,0.862,-2813.28,0.862
29261498.504,-3215.18,0.822,-3215.18,0.792,-3215.18,0.87,-3215.18,0.854,-1929.11,0.857,-2009.48,0.857
29261698.504,-3215.18,0.886,-3215.18,0.866,-3215.18,0.889,-3215.18,0.878,-1286.07,0.858,-1366.45,0.858
29261898.504,-3215.18,0.913,-3215.18,0.898,-3215.18,0.893,-3215.18,0.885,-723.41,0.862,-803.79,0.863
29262098.504,-3215.18,0.913,-3215.18,0.9,-3054.42,0.885,-3054.42,0.88,-241.14,0.866,-241.14,0.868
29262298.504,-3215.18,0.901,-3215.18,0.892,-2331.0,0.881,-2331.0,0.878,241.14,0.867,241.14,0.871
29262498.504,-3215.18,0.895,-3215.18,0.891,-1687.97,0.884,-1607.59,0.882,723.41,0.862,723.41,0.868
29262698.504,-3215.18,0.893,-3215.18,0.897,-1044.93,0.89,-964.55,0.889,1286.07,0.851,1286.07,0.859
29262898.504,-3215.18,0.885,-3215.18,0.892,-401.9,0.896,-401.9,0.897,1768.35,0.838,1848.73,0.849
29263098.504,-3215.18,0.871,-3215.18,0.876,241.14,0.902,241.14,0.903,2491.76,0.83,2572.14,0.844
29263298.504,-3215.18,0.858,-3215.18,0.859,803.79,0.906,803.79,0.908,3215.18,0.834,3215.18,0.851
29263498.504,-3215.18,0.855,-3215.18,0.853,1366.45,0.908,1286.07,0.911,3215.18,0.84,3215.18,0.863
29263698.504,-3215.18,0.861,-3215.18,0.855,1929.11,0.908,1929.11,0.912,3215.18,0.837,3215.18,0.864
29263898.504,-3215.18,0.872,-3215.18,0.865,2491.76,0.908,2411.38,0.912,3215.18,0.831,3215.18,0.86
29264098.504,-3215.18,0.884,-3215.18,0.878,3054.42,0.909,2974.04,0.912,3215.18,0.832,3215.18,0.861
29264298.504,-3215.18,0.892,-3215.18,0.888,3215.18,0.911,3215.18,0.913,3215.18,0.843,3215.18,0.867
29264498.504,-3215.18,0.893,-3215.18,0.892,3215.18,0.903,3215.18,0.906,3215.18,0.846,3215.18,0.862
29264698.504,-3215.18,0.888,-3215.18,0.888,3215.18,0.881,3215.18,0.886,3215.18,0.826,3215.18,0.831
29264898.504,-3215.18,0.88,-3215.18,0.88,3215.18,0.838,3215.18,0.845,1044.93,0.822,1205.69,0.796
29265098.504,-3215.18,0.872,-3215.18,0.873,3215.18,0.766,3215.18,0.77,884.17,0.833,964.55,0.809
29265298.504,-3215.18,0.863,-3215.18,0.865,3215.18,0.663,3215.18,0.657,1044.93,0.831,1044.93,0.813
29265498.504,-3215.18,0.851,-3215.18,0.853,-3215.18,0.694,-3215.18,0.676,1205.69,0.809,1205.69,0.795
29265698.504,-3215.18,0.836,-3215.18,0.837,-3215.18,0.761,-3215.18,0.753,1527.21,0.755,1366.45,0.746
29265898.504,-3215.18,0.819,-3215.18,0.819,-2572.14,0.805,-2572.14,0.802,1687.97,0.663,1607.59,0.651
29266098.504,-3215.18,0.806,-3215.18,0.805,-1848.73,0.842,-1929.11,0.841,nan,0.499,nan,0.492
29266298.504,-3215.18,0.798,-3215.18,0.796,-1366.45,0.868,-1446.83,0.87,nan,0.293,nan,0.338
29266498.504,-3215.18,0.796,-3215.18,0.791,-803.79,0.883,-884.17,0.887,nan,0.363,nan,0.338
29266698.504,-3215.18,0.792,-3215.18,0.787,-321.52,0.886,-482.28,0.892,nan,0.599,nan,0.466
29266898.504,-2411.38,0.791,-2491.76,0.786,160.76,0.879,80.38,0.884,-3215.18,0.772,-3215.18,0.664
29267098.504,-1607.59,0.799,-1527.21,0.794,723.41,0.862,562.66,0.866,-3215.18,0.867,-3215.18,0.807
29267298.504,-803.79,0.815,-884.17,0.81,1286.07,0.837,1125.31,0.839,-3215.18,0.909,-3215.18,0.877
29267498.504,-80.38,0.836,-160.76,0.831,1929.11,0.812,1768.35,0.808,-3215.18,0.922,-3215.18,0.903
29267698.504,482.28,0.858,562.66,0.853,2652.52,0.791,2491.76,0.782,-3215.18,0.923,-3215.18,0.912
29267898.504,1044.93,0.875,1125.31,0.87,3215.18,0.775,3215.18,0.761,-3215.18,0.916,-3215.18,0.908
29268098.504,1446.83,0.883,1527.21,0.878,3215.18,0.746,3215.18,0.73,-2813.28,0.906,-2732.9,0.901
29268298.504,1848.73,0.882,1848.73,0.876,3215.18,0.702,-3215.18,0.712,-2250.62,0.901,-2250.62,0.899
29268498.504,2250.62,0.872,2411.38,0.866,-3215.18,0.753,-3215.18,0.767,-1687.97,0.904,-1687.97,0.902
29268698.504,2813.28,0.855,2893.66,0.847,-3215.18,0.805,-3215.18,0.821,-1205.69,0.911,-1125.31,0.909
29268898.504,3215.18,0.836,3215.18,0.827,-3215.18,0.846,-3215.18,0.862,-643.04,0.918,-723.41,0.916
29269098.504,3215.18,0.811,3215.18,0.798,-3215.18,0.872,-3215.18,0.888,-160.76,0.921,-160.76,0.92
29269298.504,3215.18,0.776,3215.18,0.759,-3215.18,0.885,-3215.18,0.899,401.9,0.919,401.9,0.918
29269498.504,3215.18,0.72,3215.18,0.7,-3215.18,0.888,-3215.18,0.899,964.55,0.912,964.55,0.911
29269698.504,nan,0.647,-3215.18,0.671,-3215.18,0.883,-3215.18,0.892,1527.21,0.901,1527.21,0.902
29269898.504,-3215.18,0.739,-3215.18,0.755,-3215.18,0.873,-3215.18,0.878,2089.86,0.892,2170.24,0.892
29270098.504,-3215.18,0.811,-3215.18,0.818,-3215.18,0.858,-2813.28,0.86,2732.9,0.891,2732.9,0.89
29270298.504,-3215.18,0.863,-3215.18,0.866,-2652.52,0.843,-2009.48,0.846,3215.18,0.903,3215.18,0.902
29270498.504,-3215.18,0.894,-3215.18,0.892,-1848.73,0.831,-1607.59,0.837,3215.18,0.917,3215.18,0.916
29270698.504,-3215.18,0.903,-3215.18,0.9,-1446.83,0.824,-884.17,0.83,3215.18,0.924,3215.18,0.923
29270898.504,-3215.18,0.9,-3215.18,0.896,-803.79,0.817,-321.52,0.824,3215.18,0.923,3215.18,0.924
29271098.504,-3215.18,0.893,-3215.18,0.888,-321.52,0.81,241.14,0.816,3215.18,0.92,3215.18,0.921
29271298.504,-3215.18,0.886,-3215.18,0.881,241.14,0.801,803.79,0.807,3215.18,0.915,3215.18,0.918
29271498.504,-3215.18,0.881,-3215.18,0.876,884.17,0.791,1286.07,0.798,3215.18,0.904,3215.18,0.911
29271698.504,-3215.18,0.878,-3215.18,0.874,1527.21,0.782,1929.11,0.79,3215.18,0.887,3215.18,0.901
29271898.504,-3215.18,0.875,-3215.18,0.872,2250.62,0.778,2732.9,0.787,3215.18,0.866,3215.18,0.891
29272098.504,-3215.18,0.868,-3215.18,0.866,3054.42,0.781,3215.18,0.79,3215.18,0.838,3215.18,0.874
29272298.504,-3215.18,0.856,-3215.18,0.856,3215.18,0.788,3215.18,0.794,3215.18,0.798,3215.18,0.846
29272498.504,-2652.52,0.843,-2732.9,0.843,3215.18,0.798,3215.18,0.8,1768.35,0.781,3215.18,0.813
29272698.504,-1929.11,0.837,-1929.11,0.837,3215.18,0.813,3215.18,0.811,1929.11,0.753,2572.14,0.784
29272898.504,-1205.69,0.835,-1205.69,0.835,3215.18,0.833,3215.18,0.829,2331.0,0.675,2732.9,0.727
29273098.504,-482.28,0.836,-562.66,0.835,3215.18,0.858,3215.18,0.853,nan,0.504,nan,0.64
29273298.504,80.38,0.837,0.0,0.837,3215.18,0.882,3215.18,0.877,nan,0.237,nan,0.487
29273498.504,723.41,0.838,562.66,0.838,3215.18,0.9,3215.18,0.895,nan,0.145,nan,0.496
29273698.504,1366.45,0.84,1205.69,0.839,3215.18,0.909,3215.18,0.905,nan,0.414,-3215.18,0.727
29273898.504,2009.48,0.842,1768.35,0.842,3215.18,0.909,3215.18,0.906,nan,0.631,-3215.18,0.788
29274098.504,2572.14,0.847,2491.76,0.846,3215.18,0.901,3215.18,0.899,-2813.28,0.722,-3215.18,0.807
29274298.504,3215.18,0.857,3215.18,0.854,3215.18,0.887,3215.18,0.884,-2491.76,0.77,-2813.28,0.817
29274498.504,3215.18,0.869,3215.18,0.867,3215.18,0.856,3215.18,0.853,-2009.48,0.802,-2331.0,0.829
29274698.504,3215.18,0.881,3215.18,0.878,3215.18,0.794,3215.18,0.79,-1607.59,0.83,-1929.11,0.843
29274898.504,3215.18,0.89,3215.18,0.887,3215.18,0.686,3215.18,0.683,-1366.45,0.851,-1446.83,0.858
29275098.504,3215.18,0.896,3215.18,0.892,nan,0.591,nan,0.605,-1044.93,0.863,-1286.07,0.866
29275298.504,3215.18,0.902,3215.18,0.897,-3215.18,0.774,-3215.18,0.783,-884.17,0.86,-1044.93,0.859
29275498.504,3215.18,0.91,3215.18,0.905,-3215.18,0.866,-3215.18,0.874,-803.79,0.844,-3215.18,0.841
29275698.504,3215.18,0.922,3215.18,0.916,-3215.18,0.893,-3215.18,0.898,-3215.18,0.824,-3215.18,0.829
29275898.504,3215.18,0.934,3215.18,0.928,-3215.18,0.897,-3215.18,0.9,-3215.18,0.803,-3215.18,0.807
29276098.504,3215.18,0.941,3215.18,0.939,-3054.42,0.892,-3054.42,0.895,-3215.18,0.779,-3215.18,0.784
29276298.504,3215.18,0.939,3215.18,0.942,-2411.38,0.893,-2491.76,0.892,-1929.11,0.763,-2250.62,0.767
29276498.504,3215.18,0.921,3215.18,0.934,-1848.73,0.897,-1929.11,0.895,-1205.69,0.76,-1286.07,0.764
29276698.504,3215.18,0.885,3215.18,0.913,-1286.07,0.904,-1366.45,0.902,-562.66,0.766,-723.41,0.77
29276898.504,3215.18,0.831,3215.18,0.88,-803.79,0.911,-884.17,0.909,0.0,0.778,-160.76,0.784
29277098.504,3215.18,0.757,3215.18,0.834,-321.52,0.915,-321.52,0.914,241.14,0.798,321.52,0.804
29277298.504,3134.8,0.654,3215.18,0.763,241.14,0.916,241.14,0.915,562.66,0.823,643.04,0.83
29277498.504,nan,0.532,nan,0.645,803.79,0.914,723.41,0.914,723.41,0.85,884.17,0.857
29277698.504,nan,0.471,nan,0.499,1366.45,0.911,1286.07,0.911,964.55,0.874,1044.93,0.879
29277898.504,-3215.18,0.671,nan,0.525,1929.11,0.909,1929.11,0.909,1044.93,0.89,1205.69,0.894
29278098.504,-3215.18,0.83,-3215.18,0.74,2652.52,0.914,2572.14,0.913,1286.07,0.897,1366.45,0.9
